prompt_index,source_prompt_index,tags,prompt_text,slot,video,identity_continuity_-2_to_2,background_continuity_-2_to_2,motion_quality_-2_to_2,overall_preference_-2_to_2,severe_failure_0_or_1,notes
11,67,vehicle|high_speed|turning|dynamic_background,"A sleek, vibrant red rally car with black accents speeds through a tight turn on a winding track, tires screeching. The driver, a determined man with focused eyes, grips the steering wheel tightly as he navigates with precision. The car's headlights glow brightly in the night, and the background shows blurred glimpses of the track with wet pavement reflections. The camera angle is from slightly above, capturing the intense energy and movement.",0,p11_8a0d14f75a.mp4,-0.5,1,1,-1,0,汽车的部分id信息有保留，比如基本形状和颜色，但是存在很多翻转以及不符合物理定律的id改变，比如汽车的头和尾突然调换等等
11,67,vehicle|high_speed|turning|dynamic_background,"A sleek, vibrant red rally car with black accents speeds through a tight turn on a winding track, tires screeching. The driver, a determined man with focused eyes, grips the steering wheel tightly as he navigates with precision. The car's headlights glow brightly in the night, and the background shows blurred glimpses of the track with wet pavement reflections. The camera angle is from slightly above, capturing the intense energy and movement.",1,p11_27bf44df04.mp4,-0.5,1,1,-1,0,汽车的部分id信息有保留，比如基本形状和颜色，但是存在很多翻转以及不符合物理定律的id改变，比如汽车的头和尾突然调换等等
11,67,vehicle|high_speed|turning|dynamic_background,"A sleek, vibrant red rally car with black accents speeds through a tight turn on a winding track, tires screeching. The driver, a determined man with focused eyes, grips the steering wheel tightly as he navigates with precision. The car's headlights glow brightly in the night, and the background shows blurred glimpses of the track with wet pavement reflections. The camera angle is from slightly above, capturing the intense energy and movement.",2,p11_e68b28305c.mp4,-0.5,1,1,-1,0,汽车的部分id信息有保留，比如基本形状和颜色，但是存在很多翻转以及不符合物理定律的id改变，比如汽车的头和尾突然调换等等
11,67,vehicle|high_speed|turning|dynamic_background,"A sleek, vibrant red rally car with black accents speeds through a tight turn on a winding track, tires screeching. The driver, a determined man with focused eyes, grips the steering wheel tightly as he navigates with precision. The car's headlights glow brightly in the night, and the background shows blurred glimpses of the track with wet pavement reflections. The camera angle is from slightly above, capturing the intense energy and movement.",3,p11_e154b99018.mp4,-0.5,1,1,-1,0,汽车的部分id信息有保留，比如基本形状和颜色，但是存在很多翻转以及不符合物理定律的id改变，比如汽车的头和尾突然调换等等
12,75,object_identity|tracking_camera|long_motion|abandoned_street,"A handheld tracking shot follows a red balloon floating gracefully above an abandoned street. The bright red balloon contrasts sharply against the decaying urban backdrop, with debris, graffiti-covered walls, and broken windows. Sunlight filters through gaps, casting shadows. The camera moves fluidly, capturing the balloon's gentle ascent and descent, emphasizing its playful motion. Close-ups transition to wide shots, showcasing the desolate environment.",0,p12_f8d112d9a4.mp4,2,0.5,1,1,0,因prompt的原因，视频主体一直是一个气球，几乎没有什么改变。背景的变化也很连贯，但是略微变化较快也存在镜头的运动等
12,75,object_identity|tracking_camera|long_motion|abandoned_street,"A handheld tracking shot follows a red balloon floating gracefully above an abandoned street. The bright red balloon contrasts sharply against the decaying urban backdrop, with debris, graffiti-covered walls, and broken windows. Sunlight filters through gaps, casting shadows. The camera moves fluidly, capturing the balloon's gentle ascent and descent, emphasizing its playful motion. Close-ups transition to wide shots, showcasing the desolate environment.",1,p12_e020b28fef.mp4,2,-1,1,0,0,主体保持不错，但是背景变化较大
12,75,object_identity|tracking_camera|long_motion|abandoned_street,"A handheld tracking shot follows a red balloon floating gracefully above an abandoned street. The bright red balloon contrasts sharply against the decaying urban backdrop, with debris, graffiti-covered walls, and broken windows. Sunlight filters through gaps, casting shadows. The camera moves fluidly, capturing the balloon's gentle ascent and descent, emphasizing its playful motion. Close-ups transition to wide shots, showcasing the desolate environment.",2,p12_137ca44f8e.mp4,2,1,1,1,0,因prompt的原因，视频主体一直是一个气球，几乎没有什么改变。背景的变化也很连贯，也存在镜头的运动等
12,75,object_identity|tracking_camera|long_motion|abandoned_street,"A handheld tracking shot follows a red balloon floating gracefully above an abandoned street. The bright red balloon contrasts sharply against the decaying urban backdrop, with debris, graffiti-covered walls, and broken windows. Sunlight filters through gaps, casting shadows. The camera moves fluidly, capturing the balloon's gentle ascent and descent, emphasizing its playful motion. Close-ups transition to wide shots, showcasing the desolate environment.",3,p12_acd3acb6fd.mp4,1,0,1,0,0,因prompt的原因，视频主体一直是一个气球，后期出现小黑点。背景的变化不是非常连贯，也存在镜头的运动等
13,84,fpv|scene_transition|rapid_camera|interior,"A surreal first-person POV shot rapidly flies through open doors, capturing the moment when the viewer suddenly finds themselves in a living room transformed into a dreamlike scene. At the center stands a breathtaking waterfall cascading down from the ceiling and walls, creating a mesmerizing mist. Floating plants and ethereal lights adorn the room, casting a soft, otherworldly glow. The camera angle shifts dynamically, adjusting to the surreal environment, providing an immersive experience.",0,p13_55c82d3228.mp4,0.5,-1,0,-1,0,背景中反复出现不同的门，id应该是瀑布但是在颜色和形状上都存在轻微的改变
13,84,fpv|scene_transition|rapid_camera|interior,"A surreal first-person POV shot rapidly flies through open doors, capturing the moment when the viewer suddenly finds themselves in a living room transformed into a dreamlike scene. At the center stands a breathtaking waterfall cascading down from the ceiling and walls, creating a mesmerizing mist. Floating plants and ethereal lights adorn the room, casting a soft, otherworldly glow. The camera angle shifts dynamically, adjusting to the surreal environment, providing an immersive experience.",1,p13_e3b15b085b.mp4,0.5,-1,0,-1,0,背景中反复出现不同的门，id应该是瀑布但是在颜色和形状上都存在轻微的改变
13,84,fpv|scene_transition|rapid_camera|interior,"A surreal first-person POV shot rapidly flies through open doors, capturing the moment when the viewer suddenly finds themselves in a living room transformed into a dreamlike scene. At the center stands a breathtaking waterfall cascading down from the ceiling and walls, creating a mesmerizing mist. Floating plants and ethereal lights adorn the room, casting a soft, otherworldly glow. The camera angle shifts dynamically, adjusting to the surreal environment, providing an immersive experience.",2,p13_69b3fe2bd0.mp4,0.5,-1,0,-1,0,背景中反复出现不同的门，id应该是瀑布但是在颜色和形状上都存在轻微的改变
13,84,fpv|scene_transition|rapid_camera|interior,"A surreal first-person POV shot rapidly flies through open doors, capturing the moment when the viewer suddenly finds themselves in a living room transformed into a dreamlike scene. At the center stands a breathtaking waterfall cascading down from the ceiling and walls, creating a mesmerizing mist. Floating plants and ethereal lights adorn the room, casting a soft, otherworldly glow. The camera angle shifts dynamically, adjusting to the surreal environment, providing an immersive experience.",3,p13_ef52dadad2.mp4,0.5,-1.5,0,-1,0,背景中反复出现不同的门，id应该是瀑布但是在颜色和形状上都存在轻微的改变
14,109,human_identity|anime|ship|camera_facing,"A Japanese animated film-style scene showing a young woman standing on a ship, looking back at the camera with a gentle smile. She has long black hair tied in a loose ponytail and wears a traditional Japanese kimono with intricate patterns and vibrant colors. Her expression is serene and slightly contemplative. The ship is mid-ocean, with waves gently lapping against the sides, and the background shows a vast blue sea with distant clouds and a setting sun. The scene has a soft, dreamy quality, capturing the tranquility of the moment. A medium shot from a slightly elevated angle, emphasizing her graceful posture and the serene ocean backdrop. She gently rocks back and forth, her kimono flowing gracefully with the movement.",0,p14_8598b66725.mp4,2,1.5,1,1,0,id保持的不错，没有什么运动
14,109,human_identity|anime|ship|camera_facing,"A Japanese animated film-style scene showing a young woman standing on a ship, looking back at the camera with a gentle smile. She has long black hair tied in a loose ponytail and wears a traditional Japanese kimono with intricate patterns and vibrant colors. Her expression is serene and slightly contemplative. The ship is mid-ocean, with waves gently lapping against the sides, and the background shows a vast blue sea with distant clouds and a setting sun. The scene has a soft, dreamy quality, capturing the tranquility of the moment. A medium shot from a slightly elevated angle, emphasizing her graceful posture and the serene ocean backdrop. She gently rocks back and forth, her kimono flowing gracefully with the movement.",1,p14_5a0cc9e2cf.mp4,1,1.5,1,1,0,id保持的不错，但是存在几次头部完全反折的情况。整体没有什么运动
14,109,human_identity|anime|ship|camera_facing,"A Japanese animated film-style scene showing a young woman standing on a ship, looking back at the camera with a gentle smile. She has long black hair tied in a loose ponytail and wears a traditional Japanese kimono with intricate patterns and vibrant colors. Her expression is serene and slightly contemplative. The ship is mid-ocean, with waves gently lapping against the sides, and the background shows a vast blue sea with distant clouds and a setting sun. The scene has a soft, dreamy quality, capturing the tranquility of the moment. A medium shot from a slightly elevated angle, emphasizing her graceful posture and the serene ocean backdrop. She gently rocks back and forth, her kimono flowing gracefully with the movement.",2,p14_f80067ec3c.mp4,1.5,1.5,1,1,0,id保持的不错，没有什么运动
14,109,human_identity|anime|ship|camera_facing,"A Japanese animated film-style scene showing a young woman standing on a ship, looking back at the camera with a gentle smile. She has long black hair tied in a loose ponytail and wears a traditional Japanese kimono with intricate patterns and vibrant colors. Her expression is serene and slightly contemplative. The ship is mid-ocean, with waves gently lapping against the sides, and the background shows a vast blue sea with distant clouds and a setting sun. The scene has a soft, dreamy quality, capturing the tranquility of the moment. A medium shot from a slightly elevated angle, emphasizing her graceful posture and the serene ocean backdrop. She gently rocks back and forth, her kimono flowing gracefully with the movement.",3,p14_c0d95b3e4e.mp4,0,-1,1,-1,0,id存在退化，背景在后期存在变色和幻觉
15,124,transformation|animal_identity|lightning|scene_event,"A dramatic and surreal scene in the style of a fantasy comic: a lightning bolt strikes a turtle in a tranquil lake, instantly transforming it into a fierce alligator. The alligator, with a longer snout and sharper teeth, stands in the water, its body contorted from the shock. The lake background shows ripples and splashes, with water reflecting the stormy sky. The alligator's wide-eyed surprise and tiny scales are visible. Intense lighting with flashes of lightning illuminates the scene. A dynamic close-up from a slightly elevated angle captures the transformation and the alligator's immediate reaction.",0,p15_31c31f9bb0.mp4,1,1.5,0,0,0,id的头部从乌龟逐渐变为类似鳄鱼，且逐渐接近镜头。背景还行，总体没什么运动
15,124,transformation|animal_identity|lightning|scene_event,"A dramatic and surreal scene in the style of a fantasy comic: a lightning bolt strikes a turtle in a tranquil lake, instantly transforming it into a fierce alligator. The alligator, with a longer snout and sharper teeth, stands in the water, its body contorted from the shock. The lake background shows ripples and splashes, with water reflecting the stormy sky. The alligator's wide-eyed surprise and tiny scales are visible. Intense lighting with flashes of lightning illuminates the scene. A dynamic close-up from a slightly elevated angle captures the transformation and the alligator's immediate reaction.",1,p15_fea4f55893.mp4,0.5,1.5,-1,-1,1,id的头部从乌龟逐渐变为类似鳄鱼，且逐渐接近镜头，存在一定退化。背景还行，主体没有运动了几乎
15,124,transformation|animal_identity|lightning|scene_event,"A dramatic and surreal scene in the style of a fantasy comic: a lightning bolt strikes a turtle in a tranquil lake, instantly transforming it into a fierce alligator. The alligator, with a longer snout and sharper teeth, stands in the water, its body contorted from the shock. The lake background shows ripples and splashes, with water reflecting the stormy sky. The alligator's wide-eyed surprise and tiny scales are visible. Intense lighting with flashes of lightning illuminates the scene. A dynamic close-up from a slightly elevated angle captures the transformation and the alligator's immediate reaction.",2,p15_791ea184ec.mp4,0.5,1.5,-1,-1,1,id的头部从乌龟逐渐变为类似鳄鱼，且逐渐接近镜头。背景还行，主体没有运动了几乎
15,124,transformation|animal_identity|lightning|scene_event,"A dramatic and surreal scene in the style of a fantasy comic: a lightning bolt strikes a turtle in a tranquil lake, instantly transforming it into a fierce alligator. The alligator, with a longer snout and sharper teeth, stands in the water, its body contorted from the shock. The lake background shows ripples and splashes, with water reflecting the stormy sky. The alligator's wide-eyed surprise and tiny scales are visible. Intense lighting with flashes of lightning illuminates the scene. A dynamic close-up from a slightly elevated angle captures the transformation and the alligator's immediate reaction.",3,p15_ef7f892ee9.mp4,0.5,1.5,-1,-1,1,id的头部从乌龟逐渐变为类似鳄鱼，且逐渐接近镜头。背景还行，主体没有运动了几乎
